N_img,x_wp,y_wp,class
img1,748,644,1
img1,211,83,0
img1,754,631,1
img1,231,86,0
img1,752,611,1
img1,245,83,0
img1,751,594,1
img1,255,75,0
img1,752,578,1
img1,275,77,0
img1,748,554,1
img1,290,73,0
img1,754,542,1
img1,309,74,0
img1,750,519,1
img1,325,73,0
img1,744,496,1
img1,346,75,0
img1,748,482,1
img1,363,75,0
img1,752,468,1
img1,378,74,0
img1,750,452,1
img1,400,77,0
img1,750,433,1
img1,417,76,0
img1,744,407,1
img1,428,70,0
img1,749,395,1
img1,443,67,0
img1,748,377,1
img1,467,73,0
img1,751,361,1
img2,68,412,0
img2,151,741,1
img2,69,334,0
img2,173,739,1
img2,72,248,0
img2,197,736,1
img2,68,138,0
img2,220,733,1
img2,71,68,0
img2,242,737,1
img2,92,62,0
img2,266,739,1
img2,115,60,0
img2,288,736,1
img2,144,68,0
img2,314,736,1
img2,168,68,0
img2,337,735,1
img2,189,68,0
img2,359,732,1
img2,209,63,0
img2,382,735,1
img2,234,64,0
img2,406,737,1
img2,257,60,0
img2,429,730,1
img2,281,70,0
img2,451,736,1
img2,302,64,0
img2,469,714,1
img2,326,71,0
img2,490,711,1
img2,347,66,0
img2,519,734,1
img2,370,62,0
img2,543,741,1
img2,396,68,0
img2,566,737,1
img2,418,63,0
img2,593,743,1
img2,441,71,0
img2,614,743,1
img2,463,66,0
img2,637,739,1
img2,486,62,0
img2,659,739,1
img2,509,63,0
img2,680,736,1
img2,532,68,0
img2,703,733,1
img2,557,68,0
img2,728,735,1
img2,580,65,0
img2,733,659,1
img2,601,62,0
img2,734,577,1
img2,625,69,0
img2,730,475,1
img2,649,63,0
img2,728,373,1
img3,54,158,0
img3,353,667,1
img3,54,128,0
img3,373,667,1
img3,79,138,0
img3,388,659,1
img3,94,130,0
img3,406,658,1
img3,107,120,0
img3,417,646,1
img3,128,120,0
img3,432,636,1
img3,148,120,0
img3,456,644,1
img3,161,111,0
img3,470,636,1
img3,183,114,0
img3,486,628,1
img3,199,110,0
img3,503,624,1
img3,217,106,0
img3,521,622,1
img3,234,102,0
img3,534,612,1
img3,254,104,0
img3,548,604,1
img3,276,105,0
img3,566,598,1
img3,290,97,0
img3,588,600,1
img3,307,93,0
img3,606,599,1
img3,327,94,0
img3,620,591,1
img3,347,94,0
img3,636,586,1
img3,365,94,0
img3,652,580,1
img3,385,93,0
img3,668,572,1
img3,403,88,0
img3,688,572,1
img3,418,86,0
img3,703,568,1
img4,143,64,0
img4,60,181,1
img4,166,62,0
img4,68,200,1
img4,188,60,0
img4,60,242,1
img4,215,56,0
img4,64,268,1
img4,235,60,0
img4,56,313,1
img4,257,58,0
img4,66,328,1
img4,278,59,0
img4,62,366,1
img4,299,62,0
img4,60,401,1
img4,317,64,0
img4,61,428,1
img4,345,54,0
img4,64,452,1
img4,364,64,0
img4,64,485,1
img4,385,64,0
img4,62,518,1
img4,407,64,0
img4,60,554,1
img4,430,64,0
img4,56,591,1
img4,448,66,0
img4,59,617,1
img4,472,64,0
img4,60,646,1
img4,494,63,0
img4,58,681,1
img4,521,58,0
img4,58,715,1
img4,545,57,0
img4,64,740,1
img4,566,56,0
img4,82,744,1
img4,582,64,0
img4,103,742,1
img4,607,60,0
img4,124,744,1
img4,630,61,0
img4,151,739,1
img4,650,64,0
img4,171,743,1
img4,676,60,0
img4,194,742,1
img4,703,54,0
img4,218,740,1
img4,720,60,0
img4,235,746,1
img4,740,64,0
img4,259,744,1
img4,740,96,0
img4,283,744,1
img4,741,125,0
img4,303,744,1
img4,742,153,0
img4,326,742,1
img4,736,192,0
img4,344,748,1
img4,742,216,0
img4,368,744,1
img4,736,258,0
img4,390,746,1
img4,742,284,0
img4,416,742,1
img4,744,306,0
img4,436,743,1
img4,737,346,0
img4,455,745,1
img4,740,375,0
img4,480,744,1
img4,744,400,0
img4,503,742,1
img4,741,435,0
img4,521,748,1
img4,742,463,0
img4,541,748,1
img4,740,497,0
img4,566,743,1
img4,740,531,0
img4,591,742,1
img4,742,561,0
img4,611,748,1
img4,742,590,0
img4,641,735,1
img4,743,619,0
img4,652,746,1
img5,315,60,0
img5,63,171,1
img5,367,59,0
img5,64,193,1
img5,412,63,0
img5,61,216,1
img5,469,59,0
img5,63,238,1
img5,508,65,0
img5,60,263,1
img5,571,59,0
img5,59,284,1
img5,605,65,0
img5,61,304,1
img5,665,61,0
img5,56,331,1
img5,711,65,0
img5,63,350,1
img5,739,76,0
img5,56,375,1
img5,733,98,0
img5,52,397,1
img5,741,116,0
img5,56,418,1
img5,743,139,0
img5,61,438,1
img5,735,164,0
img5,62,460,1
img5,743,181,0
img5,56,483,1
img5,746,202,0
img5,58,504,1
img5,737,229,0
img5,61,525,1
img5,738,249,0
img5,65,544,1
img5,741,271,0
img5,67,568,1
img5,743,296,0
img5,63,594,1
img5,745,315,0
img5,58,617,1
img5,736,340,0
img5,63,636,1
img5,741,362,0
img5,58,663,1
img5,741,385,0
img5,59,683,1
img5,741,404,0
img5,58,704,1
img5,743,426,0
img5,51,729,1
img5,743,449,0
img5,85,739,1
img5,743,470,0
img5,139,735,1
img5,739,496,0
img5,197,734,1
img5,739,518,0
img5,245,735,1
img5,737,542,0
img5,290,739,1
img5,744,560,0
img5,334,741,1
img5,743,580,0
img5,382,739,1
img5,730,609,0
img5,445,735,1
img5,739,630,0
img5,499,735,1
img6,155,526,0
img6,297,714,1
img6,151,501,0
img6,308,709,1
img6,151,480,0
img6,321,707,1
img6,145,455,0
img6,339,711,1
img6,134,420,0
img6,351,708,1
img6,139,408,0
img6,363,703,1
img6,124,368,0
img6,378,705,1
img6,113,334,0
img6,387,698,1
img6,111,312,0
img6,402,697,1
img6,107,287,0
img6,414,691,1
img6,100,259,0
img6,427,690,1
img6,98,237,0
img6,441,688,1
img6,86,202,0
img6,452,683,1
img6,84,179,0
img6,473,690,1
img6,77,150,0
img6,484,685,1
img6,74,126,0
img6,492,679,1
img6,83,120,0
img6,507,678,1
img6,96,115,0
img6,518,672,1
img6,107,110,0
img6,529,668,1
img6,121,110,0
img6,543,666,1
img6,136,111,0
img6,553,661,1
img6,154,115,0
img6,569,663,1
img6,164,108,0
img6,582,660,1
img6,179,109,0
img6,596,658,1
img6,194,107,0
img6,609,655,1
img6,204,103,0
img6,622,655,1
img6,223,108,0
img6,634,650,1
img6,233,101,0
img6,650,649,1
img6,249,102,0
img6,666,652,1
img6,262,102,0
img6,675,647,1
img6,276,100,0
img6,685,639,1
img6,285,94,0
img6,696,634,1
img6,304,99,0
img6,711,633,1
img6,315,93,0
img6,721,628,1
img6,332,98,0
img6,733,625,1
img6,345,93,0
img6,730,603,1
img6,363,96,0
img6,725,575,1
img6,378,98,0
img6,733,565,1
img6,387,90,0
img6,732,544,1
img6,403,91,0
img6,732,526,1
img6,418,92,0
img6,721,493,1
img6,429,86,0
img6,726,479,1
img6,444,88,0
img6,722,455,1
img6,459,86,0
img6,719,429,1
img6,486,102,0
img6,720,410,1
img6,496,97,0
img6,719,390,1
img6,500,83,0
img6,721,374,1
img7,179,53,0
img7,52,201,1
img7,209,47,0
img7,51,232,1
img7,233,51,0
img7,49,265,1
img7,259,53,0
img7,53,295,1
img7,289,47,0
img7,50,326,1
img7,304,56,0
img7,50,354,1
img7,336,50,0
img7,50,386,1
img7,362,51,0
img7,54,412,1
img7,389,49,0
img7,49,447,1
img7,412,53,0
img7,53,474,1
img7,446,44,0
img7,49,510,1
img7,462,53,0
img7,47,540,1
img7,486,56,0
img7,48,568,1
img7,518,50,0
img7,49,600,1
img7,539,55,0
img7,55,624,1
img7,564,57,0
img7,69,636,1
img7,600,45,0
img7,51,688,1
img7,624,47,0
img7,53,719,1
img7,644,57,0
img7,56,746,1
img7,672,53,0
img7,79,748,1
img7,698,52,0
img7,103,750,1
img7,724,51,0
img7,127,752,1
img7,749,55,0
img7,157,748,1
img7,748,89,0
img7,176,758,1
img7,748,119,0
img7,212,746,1
img7,750,145,0
img7,231,752,1
img7,750,173,0
img7,256,752,1
img7,750,202,0
img7,286,748,1
img7,751,231,0
img7,311,746,1
img7,748,266,0
img7,329,756,1
img7,750,293,0
img7,364,745,1
img7,747,327,0
img7,385,750,1
img7,754,351,0
img7,410,754,1
img7,743,393,0
img7,433,756,1
img7,756,406,0
img7,457,756,1
img7,746,450,0
img7,488,751,1
img7,748,479,0
img7,516,751,1
img7,743,514,0
img7,542,750,1
img7,752,536,0
img7,574,745,1
img7,753,566,0
img7,601,744,1
img7,746,604,0
img7,624,748,1
img8,175,104,0
img8,116,731,1
img8,188,101,0
img8,128,733,1
img8,200,103,0
img8,141,732,1
img8,213,93,0
img8,153,733,1
img8,226,95,0
img8,166,733,1
img8,238,100,0
img8,179,725,1
img8,250,100,0
img8,191,720,1
img8,263,91,0
img8,204,721,1
img8,275,94,0
img8,217,721,1
img8,287,97,0
img8,228,724,1
img8,299,99,0
img8,240,726,1
img8,313,88,0
img8,253,728,1
img8,326,89,0
img8,268,705,1
img8,336,90,0
img8,279,708,1
img8,349,88,0
img8,290,723,1
img8,361,92,0
img8,301,723,1
img8,373,92,0
img8,314,711,1
img8,385,87,0
img8,328,710,1
img8,398,84,0
img8,339,712,1
img8,412,95,0
img8,352,710,1
img8,423,96,0
img8,364,710,1
img8,436,88,0
img8,377,711,1
img8,449,81,0
img8,390,712,1
img8,461,75,0
img8,402,712,1
img8,473,81,0
img8,415,706,1
img8,486,82,0
img8,427,706,1
img8,499,74,0
img8,439,707,1
img8,512,74,0
img8,452,707,1
img8,524,76,0
img8,463,707,1
img8,535,78,0
img8,476,704,1
img8,549,77,0
img8,488,704,1
img8,560,77,0
img8,501,708,1
img8,573,71,0
img8,513,699,1
img8,585,73,0
img8,528,669,1
img8,597,75,0
img8,541,669,1
img8,609,76,0
img8,549,703,1
img8,622,68,0
img8,562,706,1
img8,635,70,0
img8,576,696,1
img8,648,68,0
img8,589,696,1
img8,659,65,0
img8,600,694,1
img8,671,67,0
img8,613,695,1
img8,684,65,0
img8,625,696,1
img9,85,551,0
img9,562,648,1
img9,75,536,0
img9,593,642,1
img9,77,525,0
img9,629,637,1
img9,74,513,0
img9,659,632,1
img9,79,503,0
img9,687,627,1
img9,81,491,0
img9,720,621,1
img9,79,478,0
img9,726,608,1
img9,77,465,0
img9,726,597,1
img9,78,454,0
img9,724,586,1
img9,81,443,0
img9,726,575,1
img9,80,430,0
img9,717,560,1
img9,75,417,0
img9,719,549,1
img9,76,407,0
img9,709,535,1
img9,74,393,0
img9,711,523,1
img9,76,382,0
img9,711,510,1
img9,76,371,0
img9,709,499,1
img9,75,358,0
img9,710,488,1
img9,75,346,0
img9,705,475,1
img9,77,335,0
img9,699,462,1
img9,75,322,0
img9,700,451,1
img9,74,311,0
img9,697,438,1
img9,73,298,0
img9,698,425,1
img9,75,286,0
img9,685,410,1
img9,80,276,0
img9,688,400,1
img9,77,263,0
img9,694,389,1
img9,77,252,0
img9,686,375,1
img9,75,241,0
img9,690,365,1
img9,75,228,0
img9,683,350,1
img9,79,217,0
img9,684,339,1
img9,81,205,0
img9,686,328,1
img9,77,192,0
img9,681,314,1
img9,74,178,0
img9,679,302,1
img9,73,166,0
img9,674,290,1
img9,72,155,0
img9,674,278,1
img9,74,142,0
img9,674,265,1
img9,77,133,0
img9,675,256,1
img9,83,122,0
img9,666,241,1
img10,243,65,0
img10,129,173,1
img10,283,64,0
img10,108,227,1
img10,321,64,0
img10,102,272,1
img10,361,65,0
img10,94,318,1
img10,396,69,0
img10,90,361,1
img10,441,65,0
img10,82,404,1
img10,474,69,0
img10,76,446,1
img10,503,78,0
img10,67,492,1
img10,545,74,0
img10,62,533,1
img10,583,78,0
img10,58,575,1
img10,617,82,0
img10,82,589,1
img10,651,86,0
img10,113,593,1
img10,697,80,0
img10,143,603,1
img10,730,88,0
img10,186,605,1
img10,741,119,0
img10,213,620,1
img10,746,149,0
img10,242,627,1
img10,745,184,0
img10,277,627,1
img10,751,218,0
img10,311,633,1
img10,753,251,0
img10,332,651,1
img10,744,297,0
img10,372,649,1
img10,744,333,0
img10,398,661,1
img10,743,374,0
img10,433,667,1
img10,749,406,0
img10,465,675,1
img10,748,444,0
img10,498,681,1
img10,743,486,0
img10,526,692,1
img10,738,525,0
img10,557,698,1
img10,744,559,0
img10,587,707,1
img11,76,400,0
img11,169,639,1
img11,80,372,0
img11,190,652,1
img11,80,329,0
img11,206,653,1
img11,81,293,0
img11,224,657,1
img11,83,254,0
img11,240,655,1
img11,83,212,0
img11,254,650,1
img11,85,176,0
img11,274,664,1
img11,85,138,0
img11,288,662,1
img11,85,100,0
img11,306,664,1
img11,91,74,0
img11,319,661,1
img11,106,76,0
img11,339,674,1
img11,126,87,0
img11,355,674,1
img11,144,90,0
img11,372,674,1
img11,164,100,0
img11,394,686,1
img11,181,102,0
img11,409,685,1
img11,199,106,0
img11,425,683,1
img11,216,108,0
img11,446,693,1
img11,236,117,0
img11,460,690,1
img11,255,129,0
img11,477,697,1
img11,272,134,0
img11,493,696,1
img11,289,134,0
img11,508,695,1
img11,304,138,0
img11,523,698,1
img11,321,140,0
img11,540,700,1
img11,340,146,0
img11,559,701,1
img11,363,161,0
img11,579,715,1
img11,379,164,0
img11,595,714,1
img11,396,166,0
img11,612,715,1
img11,415,178,0
img11,628,719,1
img11,430,176,0
img11,645,723,1
img11,452,185,0
img11,664,729,1
img11,472,195,0
img11,679,727,1
img11,489,200,0
img11,696,730,1
img11,506,202,0
img11,702,704,1
img11,524,206,0
img11,708,675,1
img11,542,214,0
img11,712,646,1
img11,559,217,0
img11,711,604,1
img11,578,225,0
img11,712,568,1
img11,595,229,0
img11,717,544,1
img11,615,240,0
img11,717,502,1
img11,631,243,0
img11,721,470,1
img11,650,251,0
img11,724,438,1
img11,668,255,0
img11,725,401,1
img12,595,109,0
img12,201,117,1
img12,708,127,0
img12,199,137,1
img12,746,147,0
img12,187,157,1
img12,749,167,0
img12,180,177,1
img12,750,188,0
img12,180,199,1
img12,750,206,0
img12,173,217,1
img12,748,225,0
img12,173,236,1
img12,748,246,0
img12,168,257,1
img12,751,264,0
img12,168,276,1
img12,749,284,0
img12,154,296,1
img12,749,304,0
img12,152,316,1
img12,750,323,0
img12,152,335,1
img12,744,344,0
img12,152,356,1
img12,744,365,0
img12,139,377,1
img12,751,383,0
img12,139,395,1
img12,740,404,0
img12,126,416,1
img12,740,423,0
img12,126,434,1
img12,743,441,0
img12,115,454,1
img12,743,461,0
img12,114,474,1
img12,748,483,0
img12,107,496,1
img12,748,503,0
img12,101,515,1
img12,736,522,0
img12,101,535,1
img12,736,544,0
img12,94,557,1
img12,738,563,0
img12,94,576,1
img12,738,581,0
img12,92,594,1
img12,741,601,0
img12,92,615,1
img12,747,620,0
img12,83,634,1
img12,738,640,0
img12,71,654,1
img12,738,661,0
img12,60,674,1
img12,743,680,0
img12,57,694,1
img13,128,464,0
img13,676,723,1
img13,126,448,0
img13,674,709,1
img13,130,436,0
img13,680,696,1
img13,142,426,0
img13,681,682,1
img13,147,415,0
img13,674,666,1
img13,142,397,0
img13,676,650,1
img13,146,385,0
img13,680,639,1
img13,153,375,0
img13,686,628,1
img13,159,366,0
img13,690,617,1
img13,161,352,0
img13,688,601,1
img13,165,338,0
img13,694,589,1
img13,172,328,0
img13,699,578,1
img13,173,314,0
img13,688,558,1
img13,181,303,0
img13,669,535,1
img13,186,292,0
img13,673,524,1
img13,185,277,0
img13,690,517,1
img13,191,265,0
img13,695,506,1
img13,195,256,0
img13,704,495,1
img13,196,240,0
img13,696,477,1
img13,201,226,0
img13,702,465,1
img13,204,216,0
img13,711,456,1
img13,212,206,0
img13,710,440,1
img13,220,195,0
img13,713,426,1
img13,222,181,0
img13,711,413,1
img13,222,168,0
img13,715,403,1
img13,224,155,0
img13,718,390,1
img13,227,142,0
img13,711,371,1
img13,236,130,0
img13,716,359,1
img14,736,153,0
img14,144,280,1
img14,739,167,0
img14,142,296,1
img14,736,184,0
img14,144,309,1
img14,737,198,0
img14,128,329,1
img14,734,216,0
img14,132,344,1
img14,735,232,0
img14,124,363,1
img14,732,247,0
img14,126,378,1
img14,735,261,0
img14,128,391,1
img14,736,275,0
img14,122,407,1
img14,728,294,0
img14,113,424,1
img14,730,309,0
img14,113,442,1
img14,731,323,0
img14,122,454,1
img14,732,338,0
img14,125,467,1
img14,732,352,0
img14,103,487,1
img14,732,368,0
img14,97,503,1
img14,721,387,0
img14,98,520,1
img14,725,401,0
img14,102,536,1
img14,729,415,0
img14,97,550,1
img14,725,430,0
img14,88,567,1
img14,730,444,0
img14,91,580,1
img14,723,461,0
img14,90,596,1
img14,726,475,0
img14,76,613,1
img14,719,493,0
img14,69,631,1
img14,714,508,0
img14,71,645,1
img15,50,335,0
img15,331,749,1
img15,53,315,0
img15,351,752,1
img15,51,286,0
img15,368,751,1
img15,53,265,0
img15,380,745,1
img15,53,241,0
img15,400,750,1
img15,51,212,0
img15,412,744,1
img15,49,182,0
img15,435,752,1
img15,53,164,0
img15,437,730,1
img15,51,136,0
img15,448,722,1
img15,47,106,0
img15,484,750,1
img15,54,92,0
img15,502,751,1
img15,49,57,0
img15,514,742,1
img15,66,55,0
img15,533,744,1
img15,77,50,0
img15,550,746,1
img15,96,55,0
img15,569,750,1
img15,113,53,0
img15,591,756,1
img15,126,47,0
img15,607,755,1
img15,149,54,0
img15,621,750,1
img15,166,53,0
img15,637,749,1
img15,184,56,0
img15,651,743,1
img15,197,51,0
img15,677,756,1
img15,212,47,0
img15,691,750,1
img15,233,53,0
img15,706,748,1
img15,248,53,0
img15,724,752,1
img15,261,47,0
img15,740,748,1
img15,280,47,0
img15,755,746,1
img15,298,49,0
img15,746,710,1
img15,317,51,0
img15,754,695,1
img15,335,53,0
img15,748,663,1
img15,351,54,0
img15,748,638,1
img15,365,47,0
img15,749,613,1
img15,385,50,0
img15,750,589,1
img15,398,46,0
img15,752,566,1
img15,434,75,0
img15,754,546,1
img15,446,67,0
img15,744,506,1
img15,456,55,0
img15,745,481,1
img15,470,49,0
img15,748,460,1
img16,112,538,0
img16,475,704,1
img16,104,519,0
img16,510,704,1
img16,101,499,0
img16,536,697,1
img16,97,479,0
img16,579,700,1
img16,102,466,0
img16,607,696,1
img16,107,450,0
img16,628,687,1
img16,99,427,0
img16,675,690,1
img16,97,408,0
img16,701,685,1
img16,97,393,0
img16,728,681,1
img16,99,376,0
img16,714,655,1
img16,95,355,0
img16,711,636,1
img16,92,336,0
img16,702,615,1
img16,89,319,0
img16,697,595,1
img16,85,300,0
img16,691,575,1
img16,99,288,0
img16,674,552,1
img16,104,275,0
img16,670,532,1
img16,87,249,0
img16,660,510,1
img16,79,227,0
img16,651,488,1
img16,74,208,0
img16,649,470,1
img16,76,192,0
img16,638,448,1
img16,76,173,0
img16,628,425,1
img16,70,152,0
img16,626,406,1
img16,72,136,0
img16,612,381,1
img16,74,119,0
img16,609,362,1
img16,72,103,0
img16,592,338,1
img16,65,82,0
img16,591,322,1
img16,89,74,0
img16,584,301,1
img16,122,72,0
img16,567,275,1
img16,172,77,0
img16,567,258,1
img16,188,68,0
img16,562,239,1
img16,232,72,0
img16,543,214,1
img16,279,74,0
img16,536,192,1
img17,113,436,0
img17,170,618,1
img17,120,404,0
img17,188,618,1
img17,130,370,0
img17,211,629,1
img17,139,342,0
img17,233,637,1
img17,149,306,0
img17,253,636,1
img17,158,272,0
img17,275,640,1
img17,166,239,0
img17,297,650,1
img17,177,213,0
img17,318,658,1
img17,188,188,0
img17,339,661,1
img17,194,143,0
img17,356,658,1
img17,205,120,0
img17,378,667,1
img17,212,81,0
img17,402,682,1
img17,228,70,0
img17,422,682,1
img17,246,71,0
img17,440,684,1
img17,263,66,0
img17,461,691,1
img17,287,75,0
img17,483,694,1
img17,306,72,0
img17,504,699,1
img17,325,73,0
img17,524,704,1
img17,345,71,0
img17,546,707,1
img17,368,83,0
img17,569,716,1
img17,386,82,0
img17,590,723,1
img17,408,86,0
img17,608,726,1
img17,428,86,0
img17,625,714,1
img17,452,102,0
img17,635,678,1
img17,467,98,0
img17,642,648,1
img17,485,93,0
img17,646,603,1
img17,506,96,0
img17,653,558,1
img17,535,120,0
img17,660,512,1
img17,554,117,0
img17,666,469,1
img17,567,98,0
img17,676,442,1
img17,583,92,0
img17,679,396,1
img17,607,102,0
img17,689,364,1
img18,59,552,0
img18,497,737,1
img18,54,537,0
img18,535,741,1
img18,59,526,0
img18,571,742,1
img18,65,514,0
img18,602,741,1
img18,68,502,0
img18,627,739,1
img18,73,492,0
img18,662,741,1
img18,77,481,0
img18,696,741,1
img18,61,461,0
img18,724,739,1
img18,61,446,0
img18,735,729,1
img18,63,434,0
img18,739,720,1
img18,54,416,0
img18,742,706,1
img18,61,406,0
img18,737,691,1
img18,66,394,0
img18,739,677,1
img18,54,375,0
img18,741,664,1
img18,54,362,0
img18,743,652,1
img18,55,350,0
img18,734,636,1
img18,59,338,0
img18,735,623,1
img18,60,325,0
img18,739,611,1
img18,59,311,0
img18,744,599,1
img18,61,296,0
img18,737,582,1
img18,61,284,0
img18,741,571,1
img18,63,271,0
img18,740,557,1
img18,65,259,0
img18,741,545,1
img18,63,244,0
img18,735,528,1
img18,61,229,0
img18,741,517,1
img18,65,218,0
img18,737,501,1
img18,62,204,0
img18,737,489,1
img18,61,191,0
img18,724,469,1
img18,63,179,0
img18,727,459,1
img18,64,165,0
img18,742,450,1
img18,65,152,0
img18,741,435,1
img18,63,136,0
img18,737,419,1
img18,59,120,0
img18,739,408,1
img18,63,109,0
img18,744,396,1
img18,63,96,0
img18,741,381,1
img18,61,80,0
img18,747,369,1
img18,59,67,0
img18,741,355,1
img18,80,61,0
img18,746,343,1
img18,111,61,0
img18,741,327,1
img18,142,61,0
img18,739,313,1
img18,179,63,0
img18,742,302,1
img18,200,59,0
img18,737,286,1
img18,238,61,0
img18,743,275,1
img18,266,60,0
img18,735,258,1
img18,302,63,0
img18,738,246,1
img19,112,557,0
img19,274,683,1
img19,111,540,0
img19,285,675,1
img19,107,520,0
img19,305,674,1
img19,106,504,0
img19,313,664,1
img19,107,488,0
img19,325,656,1
img19,105,469,0
img19,342,653,1
img19,94,446,0
img19,352,646,1
img19,100,434,0
img19,363,639,1
img19,94,415,0
img19,372,629,1
img19,91,395,0
img19,385,623,1
img19,85,376,0
img19,405,623,1
img19,89,360,0
img19,419,617,1
img19,83,339,0
img19,430,610,1
img19,79,322,0
img19,439,601,1
img19,79,306,0
img19,456,598,1
img19,83,294,0
img19,469,592,1
img19,79,273,0
img19,483,587,1
img19,73,253,0
img19,494,578,1
img19,73,235,0
img19,504,569,1
img19,74,220,0
img19,528,571,1
img19,71,202,0
img19,535,561,1
img19,60,177,0
img19,553,559,1
img19,68,167,0
img19,560,549,1
img19,63,147,0
img19,578,547,1
img19,68,133,0
img19,594,543,1
img19,87,132,0
img19,607,536,1
img19,103,128,0
img19,619,530,1
img19,115,123,0
img19,633,526,1
img19,142,128,0
img19,644,518,1
img19,157,123,0
img19,652,508,1
img19,171,116,0
img19,662,498,1
img19,185,110,0
img19,683,498,1
img19,214,118,0
img19,696,493,1
img19,227,112,0
img19,709,486,1
img19,244,108,0
img19,723,481,1
img19,259,105,0
img19,736,477,1
img19,278,105,0
img19,733,457,1
img19,294,100,0
img19,730,437,1
img19,307,93,0
img19,716,411,1
img19,331,95,0
img19,713,391,1
img19,348,92,0
img19,703,368,1
img19,362,87,0
img19,691,342,1
img19,385,88,0
img19,686,321,1
img19,403,85,0
img19,676,297,1
img19,420,85,0
img19,674,282,1
img19,436,79,0
img19,659,254,1
img19,452,75,0
img19,651,230,1
img19,476,79,0
img19,647,212,1
img20,58,532,0
img20,664,745,1
img20,78,519,0
img20,708,740,1
img20,83,501,0
img20,748,732,1
img20,64,475,0
img20,752,716,1
img20,49,452,0
img20,742,695,1
img20,54,434,0
img20,742,675,1
img20,50,413,0
img20,746,657,1
img20,49,393,0
img20,740,635,1
img20,52,375,0
img20,746,618,1
img20,56,358,0
img20,742,597,1
img20,61,339,0
img20,744,577,1
img20,55,318,0
img20,742,559,1
img20,62,301,0
img20,743,540,1
img20,60,281,0
img20,750,522,1
img20,57,260,0
img20,738,498,1
img20,58,241,0
img20,742,481,1
img20,64,226,0
img20,748,466,1
img20,56,205,0
img20,755,449,1
img20,60,186,0
img20,746,425,1
img20,58,166,0
img20,753,409,1
img20,54,145,0
img20,750,389,1
img20,78,132,0
img20,752,370,1
img20,83,117,0
img20,748,348,1
img20,51,85,0
img20,750,329,1
img20,54,66,0
img20,752,311,1
img20,82,58,0
img20,750,291,1
img20,143,60,0
img20,754,274,1
img21,58,525,0
img21,414,744,1
img21,63,515,0
img21,432,740,1
img21,57,496,0
img21,456,742,1
img21,58,483,0
img21,474,739,1
img21,60,469,0
img21,503,742,1
img21,61,456,0
img21,526,741,1
img21,63,443,0
img21,548,741,1
img21,56,426,0
img21,557,734,1
img21,61,416,0
img21,587,738,1
img21,65,405,0
img21,610,738,1
img21,61,389,0
img21,643,744,1
img21,63,375,0
img21,661,742,1
img21,58,358,0
img21,682,740,1
img21,58,344,0
img21,716,748,1
img21,54,327,0
img21,726,740,1
img21,57,315,0
img21,737,731,1
img21,62,306,0
img21,743,722,1
img21,63,292,0
img21,741,707,1
img21,61,277,0
img21,740,692,1
img21,60,260,0
img21,736,676,1
img21,56,245,0
img21,742,666,1
