N_img,x_wp,y_wp,class
img5,688,320,1
img5,256,238,0
img5,674,334,1
img5,242,251,0
img5,664,348,1
img5,236,266,0
img5,658,364,1
img5,226,280,0
img5,644,378,1
img5,216,296,0
img5,632,392,1
img5,210,312,0
img5,622,406,1
img5,201,328,0
img5,614,420,1
img5,196,342,0
img5,599,434,1
img5,190,358,0
img5,590,448,1
img5,181,372,0
img5,580,462,1
img5,172,388,0
img5,574,478,1
img5,162,402,0
img5,562,492,1
img5,158,418,0
img5,555,508,1
img5,149,432,0
img5,546,522,1
img5,139,446,0
img5,540,538,1
img5,133,461,0
img5,526,552,1
img5,128,476,0
img5,521,568,1
img5,119,493,0
img5,512,582,1
img5,114,510,0
img5,502,596,1
img5,108,524,0
img5,495,612,1
img5,100,538,0
img5,487,627,1
img5,94,554,0
img5,479,642,1
img5,88,570,0
img5,472,656,1
img5,82,586,0
img5,465,671,1
img5,78,602,0
img5,454,686,1
img5,74,618,0
img5,448,700,1
img5,68,633,0
img5,436,715,1
img5,62,649,0
img5,428,730,1
img5,58,665,0
img5,414,744,1
img5,54,680,0
img5,410,761,1
img5,48,696,0
img5,400,776,1
img6,695,166,0
img6,632,192,1
img6,700,192,0
img6,530,262,1
img6,710,214,0
img6,65,478,1
img6,720,234,0
img6,74,500,1
img6,729,258,0
img6,83,522,1
img6,732,283,0
img6,92,544,1
img6,740,305,0
img6,95,570,1
img6,748,327,0
img6,126,584,1
img6,758,349,0
img6,153,600,1
img6,766,374,0
img6,164,622,1
img6,773,398,0
img6,173,642,1
img7,216,138,0
img7,120,230,1
img7,228,146,0
img7,93,280,1
img7,239,156,0
img7,66,328,1
img7,249,166,0
img7,70,346,1
img7,264,174,0
img7,85,352,1
img7,276,184,0
img7,96,362,1
img7,453,26,0
img7,102,377,1
img7,466,36,0
img7,112,388,1
img7,476,46,0
img7,122,399,1
img7,487,56,0
img7,131,410,1
img7,498,66,0
img7,136,427,1
img7,510,77,0
img7,138,446,1
img7,522,86,0
img7,140,464,1
img7,533,97,0
img7,144,481,1
img7,546,106,0
img7,146,500,1
img7,555,118,0
img7,148,518,1
img7,565,128,0
img7,154,534,1
img7,578,136,0
img7,158,550,1
img7,590,146,0
img7,164,566,1
img7,601,154,0
img7,168,582,1
img7,612,164,0
img7,174,596,1
img7,624,174,0
img7,180,612,1
img7,634,184,0
img7,187,626,1
img7,646,194,0
img7,194,639,1
img7,658,204,0
img7,204,650,1
img7,671,214,0
img7,214,662,1
img7,681,226,0
img7,223,674,1
img7,694,234,0
img7,236,682,1
img7,704,244,0
img7,286,654,1
img7,714,254,0
img7,296,665,1
img7,725,266,0
img7,270,710,1
img7,738,275,0
img7,283,719,1
img7,735,298,0
img7,292,730,1
img7,732,322,0
img7,304,740,1
img7,730,345,0
img7,317,748,1
img7,726,372,0
img7,326,759,1
img7,723,397,0
img7,337,769,1
img7,721,418,0
img7,349,778,1
img7,635,522,0
img7,364,784,1
img8,194,236,0
img8,340,784,1
img8,208,232,0
img8,354,780,1
img8,222,228,0
img8,368,778,1
img8,235,224,0
img8,380,774,1
img8,247,220,0
img8,394,769,1
img8,259,216,0
img8,408,764,1
img8,283,208,0
img8,431,758,1
img8,306,196,0
img8,454,750,1
img8,308,150,0
img8,467,746,1
img8,320,144,0
img8,479,742,1
img8,334,141,0
img8,494,740,1
img8,346,133,0
img8,508,735,1
img8,358,128,0
img8,522,730,1
img8,372,124,0
img8,534,727,1
img8,385,116,0
img8,548,725,1
img8,398,113,0
img8,562,722,1
img8,410,106,0
img8,574,716,1
img8,422,102,0
img8,586,712,1
img8,436,99,0
img8,600,706,1
img8,449,92,0
img8,612,702,1
img8,461,86,0
img8,624,698,1
img8,572,448,0
img8,636,692,1
img9,248,120,0
img9,531,122,1
img9,241,134,0
img9,533,136,1
img9,236,150,0
img9,535,152,1
img9,229,164,0
img9,536,167,1
img9,226,180,0
img9,538,182,1
img9,219,195,0
img9,541,198,1
img9,214,210,0
img9,544,214,1
img9,206,225,0
img9,548,230,1
img9,202,240,0
img9,550,244,1
img9,196,256,0
img9,553,259,1
img9,192,272,0
img9,556,275,1
img9,185,287,0
img9,560,290,1
img9,179,302,0
img9,562,305,1
img9,174,318,0
img9,565,320,1
img9,170,333,0
img9,566,336,1
img9,162,348,0
img9,568,352,1
img9,156,363,0
img9,573,368,1
img9,151,379,0
img9,574,383,1
img9,146,394,0
img9,578,399,1
img9,142,408,0
img9,556,416,1
img9,138,424,0
img9,556,432,1
img9,132,439,0
img9,593,448,1
img9,125,456,0
img9,595,464,1
img9,118,471,0
img9,599,480,1
img9,115,486,0
img9,603,497,1
img9,109,502,0
img9,605,514,1
img9,107,518,0
img9,605,528,1
img9,98,536,0
img9,608,545,1
img9,95,553,0
img9,611,562,1
img9,87,569,0
img9,611,580,1
img9,85,585,0
img9,611,596,1
img9,78,601,0
img9,616,612,1
img9,248,620,0
img9,623,628,1
img9,418,640,0
img9,623,643,1
img9,493,658,0
img9,624,659,1
img9,534,673,0
img9,621,674,1
img9,567,690,0
img9,619,692,1
img10,677,114,0
img10,387,134,1
img10,679,126,0
img10,54,172,1
img10,679,138,0
img10,54,185,1
img10,680,152,0
img10,54,199,1
img10,683,166,0
img10,55,212,1
img10,688,181,0
img10,55,226,1
img10,690,196,0
img10,58,242,1
img10,690,210,0
img10,58,256,1
img10,689,224,0
img10,58,270,1
img10,687,238,0
img10,59,284,1
img10,682,254,0
img10,60,298,1
img10,683,267,0
img10,60,311,1
img10,682,281,0
img10,63,326,1
img10,678,296,0
img10,63,340,1
img10,651,311,0
img10,62,353,1
img10,645,324,0
img10,65,366,1
img10,642,338,0
img10,65,380,1
img10,643,350,0
img10,65,393,1
img10,638,365,0
img10,65,406,1
img10,638,378,0
img10,65,418,1
img10,632,391,0
img10,66,431,1
img10,632,403,0
img10,67,444,1
img10,628,416,0
img10,69,457,1
img10,628,430,0
img10,69,470,1
img10,627,444,0
img10,69,484,1
img10,620,458,0
img10,70,496,1
img10,621,470,0
img10,70,510,1
img10,616,484,0
img10,71,522,1
img10,614,498,0
img10,72,536,1
img10,613,510,0
img10,73,548,1
img10,608,524,0
img10,73,561,1
img10,605,538,0
img10,75,574,1
img10,607,550,0
img10,75,588,1
img10,601,564,0
img10,75,600,1
img10,603,576,0
img10,77,614,1
img10,601,590,0
img10,77,626,1
img10,562,606,0
img10,76,640,1
img10,456,626,0
img10,78,652,1
img10,360,646,0
img10,81,666,1
img10,259,667,0
img10,81,679,1
img10,155,687,0
img10,81,693,1
img11,253,122,0
img11,169,264,1
img11,271,120,0
img11,145,333,1
img11,286,122,0
img11,137,376,1
img11,300,124,0
img11,134,411,1
img11,318,126,0
img11,128,450,1
img11,334,128,0
img11,126,482,1
img11,348,132,0
img11,128,507,1
img11,367,131,0
img11,136,526,1
img11,383,134,0
img11,144,541,1
img11,402,129,0
img11,154,554,1
img11,421,125,0
img11,163,568,1
img11,440,122,0
img11,175,578,1
img11,460,118,0
img11,186,590,1
img11,479,116,0
img11,196,601,1
img11,499,111,0
img11,206,612,1
img11,515,112,0
img11,218,622,1
img11,532,112,0
img11,228,632,1
img11,548,114,0
img11,240,641,1
img11,567,112,0
img11,252,650,1
img11,584,112,0
img11,266,658,1
img11,591,128,0
img11,279,664,1
img11,592,155,0
img11,289,676,1
img11,596,180,0
img11,302,682,1
img11,596,210,0
img11,316,690,1
img11,582,264,0
img11,328,698,1
img11,570,314,0
img11,339,706,1
img11,568,350,0
img11,352,713,1
img11,568,378,0
img11,360,729,1
img11,574,394,0
img11,372,740,1
img11,582,412,0
img11,384,748,1
img11,588,429,0
img11,396,756,1
img12,788,74,0
img12,118,264,1
img12,788,86,0
img12,115,276,1
img12,785,100,0
img12,116,288,1
img12,782,112,0
img12,114,300,1
img12,782,122,0
img12,110,312,1
img12,779,135,0
img12,110,324,1
img12,777,146,0
img12,108,336,1
img12,774,158,0
img12,106,348,1
img12,772,170,0
img12,104,360,1
img12,770,183,0
img12,104,372,1
img12,768,195,0
img12,102,384,1
img12,769,207,0
img12,101,395,1
img12,769,219,0
img12,96,408,1
img12,768,231,0
img12,96,421,1
img12,764,244,0
img12,95,432,1
img12,760,256,0
img12,92,444,1
img12,758,268,0
img12,93,456,1
img12,758,279,0
img12,88,469,1
img12,758,291,0
img12,90,481,1
img12,757,304,0
img12,88,493,1
img12,753,316,0
img12,84,506,1
img12,750,329,0
img12,82,517,1
img12,751,340,0
img12,80,528,1
img12,748,352,0
img12,79,540,1
img12,742,366,0
img12,78,552,1
img12,744,378,0
img12,78,564,1
img12,744,389,0
img12,74,576,1
img12,741,401,0
img12,74,588,1
img12,742,412,0
img12,72,600,1
img12,740,424,0
img12,70,613,1
img12,737,436,0
img12,70,624,1
img12,738,447,0
img12,69,636,1
img12,734,459,0
img12,68,648,1
img12,732,471,0
img12,65,660,1
img12,728,484,0
img12,62,672,1
img12,729,496,0
img12,62,684,1
img12,728,508,0
img12,58,696,1
img12,728,520,0
img12,59,708,1
img12,724,532,0
img12,54,720,1
img12,723,544,0
img12,54,732,1
img12,713,558,0
img12,65,740,1
img12,711,570,0
img12,77,749,1
img13,143,400,0
img13,119,484,1
img13,162,394,0
img13,138,492,1
img13,184,387,0
img13,160,492,1
img13,204,385,0
img13,179,495,1
img13,224,374,0
img13,201,488,1
img13,244,366,0
img13,218,492,1
img13,264,361,0
img13,236,502,1
img13,283,356,0
img13,257,503,1
img13,302,351,0
img13,278,502,1
img13,322,340,0
img13,296,502,1
img13,339,338,0
img13,313,504,1
img13,358,330,0
img13,333,504,1
img13,377,325,0
img13,354,504,1
img13,396,319,0
img13,374,507,1
img13,416,314,0
img13,392,508,1
img13,438,306,0
img13,419,442,1
img13,458,297,0
img13,446,388,1
img14,54,241,0
img14,764,276,1
img14,54,254,0
img14,762,290,1
img14,54,268,0
img14,761,304,1
img14,54,282,0
img14,760,318,1
img14,51,296,0
img14,758,332,1
img14,51,310,0
img14,757,345,1
img14,51,324,0
img14,755,358,1
img14,51,338,0
img14,755,373,1
img14,50,351,0
img14,755,387,1
img14,48,365,0
img14,755,401,1
img14,48,379,0
img14,752,415,1
img14,44,394,0
img14,750,428,1
img14,44,408,0
img14,750,442,1
img14,43,422,0
img14,749,456,1
img14,43,435,0
img14,748,470,1
img14,41,449,0
img14,745,484,1
img14,40,462,0
img14,745,497,1
img14,38,476,0
img14,742,512,1
img14,37,490,0
img14,742,526,1
img14,35,503,0
img14,742,539,1
img14,34,517,0
img14,740,554,1
img14,42,532,0
img14,739,568,1
img14,350,562,0
img14,739,581,1
img14,658,592,0
img14,738,596,1
img15,83,234,0
img15,764,417,1
img15,80,252,0
img15,750,430,1
img15,78,270,0
img15,736,446,1
img15,75,286,0
img15,724,462,1
img15,72,300,0
img15,714,476,1
img15,68,316,0
img15,696,487,1
img15,65,334,0
img15,684,502,1
img15,61,350,0
img15,671,516,1
img15,58,367,0
img15,658,529,1
img15,54,384,0
img15,644,542,1
img15,51,400,0
img15,630,556,1
img15,48,416,0
img15,616,570,1
img15,46,431,0
img15,606,584,1
img15,42,447,0
img15,567,590,1
img15,38,464,0
img15,494,588,1
img15,35,480,0
img15,426,587,1
img15,32,496,0
img15,347,584,1
img15,28,514,0
img15,275,581,1
img15,24,531,0
img15,211,580,1
img15,20,546,0
img15,138,578,1
img15,18,563,0
img15,68,576,1
img16,585,230,0
img16,130,269,1
img16,601,246,0
img16,149,283,1
img16,616,260,0
img16,152,299,1
img16,619,268,0
img16,149,308,1
img16,619,274,0
img16,150,316,1
img16,642,288,0
img16,150,331,1
img16,661,302,0
img16,152,346,1
img16,680,318,0
img16,150,364,1
img16,688,334,0
img16,145,380,1
img16,693,349,0
img16,144,396,1
img16,689,365,0
img16,136,412,1
img16,685,381,0
img16,132,428,1
img16,682,396,0
img16,130,446,1
img16,675,412,0
img16,125,461,1
img16,668,428,0
img16,125,476,1
img16,653,444,0
img16,119,493,1
img16,650,460,0
img16,122,509,1
img16,644,476,0
img16,258,514,1
img16,620,494,0
img16,284,530,1
img16,623,509,0
img16,311,544,1
img16,616,526,0
img16,336,558,1
img16,606,542,0
img16,349,572,1
img17,99,100,0
img17,80,253,1
img17,116,48,0
img17,78,340,1
img17,126,51,0
img17,80,420,1
img17,137,55,0
img17,83,497,1
img17,148,60,0
img17,94,491,1
img17,158,62,0
img17,104,491,1
img17,168,66,0
img17,115,488,1
img17,178,70,0
img17,126,489,1
img17,188,76,0
img17,138,485,1
img17,199,79,0
img17,148,486,1
img17,210,83,0
img17,160,489,1
img17,220,88,0
img17,170,489,1
img17,230,92,0
img17,180,489,1
img17,239,96,0
img17,190,502,1
img17,250,100,0
img17,200,510,1
img17,260,102,0
img17,204,560,1
img17,270,106,0
img17,209,607,1
img17,280,111,0
img17,214,661,1
img17,290,113,0
img17,218,714,1
img17,301,118,0
img17,228,719,1
img17,310,124,0
img17,238,719,1
img17,320,128,0
img17,250,720,1
img17,330,131,0
img17,260,720,1
img17,341,135,0
img17,272,716,1
img17,352,138,0
img17,283,717,1
img17,362,142,0
img17,294,716,1
img17,372,145,0
img17,306,718,1
img17,382,150,0
img17,316,715,1
img17,392,154,0
img17,326,717,1
img17,404,158,0
img17,337,715,1
img17,414,162,0
img17,348,717,1
img17,424,166,0
img17,359,711,1
img17,434,169,0
img17,370,711,1
img17,444,173,0
img17,380,710,1
img17,454,178,0
img17,391,708,1
img17,463,182,0
img17,402,710,1
img17,474,186,0
img17,413,706,1
img17,484,190,0
img17,424,706,1
img17,494,191,0
img17,435,704,1
img17,505,196,0
img17,445,702,1
img17,515,202,0
img17,456,704,1
img17,526,206,0
img17,466,705,1
img17,536,212,0
img17,478,702,1
img17,546,213,0
img17,488,704,1
img17,556,217,0
img17,500,702,1
img17,566,222,0
img17,510,700,1
img17,576,227,0
img17,520,702,1
img17,586,232,0
img17,531,700,1
img17,597,236,0
img17,542,699,1
img17,608,239,0
img17,553,701,1
img17,618,242,0
img17,564,699,1
img17,628,246,0
img17,574,701,1
img17,638,250,0
img17,584,700,1
img17,648,254,0
img17,595,700,1
img17,658,257,0
img17,605,703,1
img17,668,262,0
img17,617,700,1
img17,677,276,0
img17,628,702,1
img17,688,278,0
img17,638,705,1
img18,722,96,0
img18,673,496,1
img18,707,91,0
img18,641,626,1
img18,693,68,0
img18,618,684,1
img18,679,53,0
img18,600,696,1
img18,666,38,0
img18,586,698,1
img18,652,29,0
img18,571,696,1
img18,634,32,0
img18,554,694,1
img18,618,36,0
img18,539,693,1
img18,602,46,0
img18,524,691,1
img18,586,44,0
img18,508,688,1
img18,570,44,0
img18,494,668,1
img18,553,48,0
img18,480,666,1
img18,537,52,0
img18,462,677,1
img18,522,56,0
img18,447,691,1
img18,503,60,0
img18,430,696,1
img18,486,63,0
img18,412,708,1
img18,470,66,0
img18,398,692,1
img18,454,65,0
img18,382,692,1
img18,438,75,0
img18,365,717,1
img18,423,73,0
img18,350,723,1
img18,408,77,0
img18,332,728,1
img18,392,80,0
img18,316,730,1
img18,374,86,0
img18,298,736,1
img18,358,86,0
img18,280,740,1
img18,342,88,0
img18,264,742,1
img18,326,88,0
img18,250,744,1
img18,310,92,0
img18,234,749,1
img18,294,91,0
img18,217,751,1
img18,280,86,0
img18,202,747,1
img18,263,92,0
img18,186,743,1
img18,248,86,0
img18,170,742,1
img18,233,80,0
img18,156,732,1
img18,217,80,0
img18,142,720,1
img18,202,78,0
img18,126,708,1
img18,186,80,0
img18,114,672,1
img18,168,92,0
img18,101,649,1
img19,82,115,0
img19,104,564,1
img19,99,119,0
img19,122,562,1
img19,117,120,0
img19,141,571,1
img19,136,127,0
img19,158,574,1
img19,154,132,0
img19,176,574,1
img19,171,130,0
img19,194,580,1
img19,188,138,0
img19,214,586,1
img19,207,142,0
img19,232,585,1
img19,226,147,0
img19,249,591,1
img19,245,152,0
img19,268,598,1
img19,262,150,0
img19,286,598,1
img19,280,158,0
img19,302,596,1
img19,298,161,0
img19,321,603,1
img19,317,168,0
img19,340,610,1
img19,336,167,0
img19,357,608,1
img19,354,168,0
img19,376,614,1
img19,376,262,0
img19,393,612,1
img19,394,262,0
img19,412,623,1
img19,414,266,0
img19,430,627,1
img19,432,282,0
img19,448,626,1
img19,450,290,0
img19,468,633,1
img19,470,292,0
img19,486,636,1
img19,490,304,0
img19,504,638,1
img19,509,310,0
img19,522,640,1
img19,528,311,0
img19,540,637,1
img19,547,321,0
img19,559,648,1
img19,564,330,0
img19,576,641,1
img19,580,346,0
img19,594,641,1
img19,598,346,0
img19,612,656,1
img19,616,350,0
img19,630,657,1
img19,635,362,0
img19,648,659,1
img19,654,363,0
img19,666,666,1
img19,672,367,0
img19,685,671,1
img19,691,380,0
img19,704,677,1
img19,709,383,0
img19,720,650,1
img19,728,391,0
img19,732,565,1
img20,194,37,0
img20,629,204,1
img20,176,42,0
img20,636,218,1
img20,172,51,0
img20,630,228,1
img20,174,64,0
img20,626,238,1
img20,181,80,0
img20,624,248,1
img20,177,90,0
img20,620,258,1
img20,174,101,0
img20,617,270,1
img20,179,115,0
img20,614,280,1
img20,175,124,0
img20,610,291,1
img20,178,136,0
img20,586,294,1
img20,199,156,0
img20,583,304,1
img20,215,175,0
img20,598,322,1
img20,216,187,0
img20,594,332,1
img20,218,200,0
img20,591,342,1
img20,216,211,0
img20,588,353,1
img20,212,222,0
img20,584,364,1
img20,223,238,0
img20,580,375,1
img20,227,251,0
img20,576,385,1
img20,232,265,0
img20,572,396,1
img20,270,291,0
img20,568,405,1
img20,313,320,0
img20,566,417,1
img20,316,332,0
img20,562,427,1
img20,320,345,0
img20,556,438,1
img20,330,360,0
img20,552,448,1
img20,341,376,0
img20,549,458,1
img20,346,390,0
img20,544,468,1
img20,360,407,0
img20,539,478,1
img20,362,420,0
img20,536,490,1
img20,368,434,0
img20,530,498,1
img20,378,450,0
img20,528,508,1
img20,380,462,0
img20,522,518,1
img20,389,478,0
img20,519,529,1
img20,384,489,0
img20,518,541,1
img20,386,501,0
img20,514,551,1
img20,386,512,0
img20,510,561,1
img20,387,525,0
img20,510,574,1
img20,384,536,0
img20,507,584,1
img20,381,547,0
img20,504,594,1
img20,374,556,0
img20,500,604,1
img20,369,566,0
img20,496,614,1
img20,364,576,0
img20,492,626,1
img20,358,586,0
img20,488,636,1
img20,353,596,0
img20,483,646,1
img20,348,606,0
img20,476,655,1
img20,340,613,0
img20,470,664,1
img20,331,622,0
img20,466,675,1
img20,320,631,0
img20,460,684,1
img20,306,638,0
img20,456,694,1
img20,301,648,0
img20,449,703,1
img20,299,659,0
img20,440,712,1
img20,315,676,0
img20,436,722,1
img20,322,691,0
img20,428,730,1
img20,330,706,0
img20,416,738,1
img20,342,722,0
img20,412,750,1
img20,353,738,0
img20,406,760,1
img20,358,752,0
img20,398,768,1
img20,364,766,0
img20,388,776,1
img21,711,684,0
img21,277,729,1
img21,714,670,0
img21,274,715,1
img21,712,654,0
img21,269,700,1
img21,712,640,0
img21,269,685,1
img21,716,624,0
img21,268,670,1
img21,714,609,0
img21,267,655,1
img21,712,595,0
img21,264,640,1
img21,714,580,0
img21,263,626,1
img21,712,566,0
img21,259,612,1
img21,715,550,0
img21,258,597,1
img21,712,536,0
img21,255,583,1
img21,712,522,0
img21,253,568,1
img21,714,506,0
img21,253,553,1
img21,712,492,0
img21,251,538,1
img21,713,476,0
img21,249,523,1
img21,712,461,0
img21,246,509,1
img21,711,446,0
img21,246,494,1
img21,709,432,0
img21,244,479,1
img21,710,417,0
img21,241,464,1
img21,710,402,0
img21,241,450,1
img21,708,388,0
img21,238,435,1
img21,710,372,0
img21,236,421,1
img21,710,358,0
img21,232,407,1
img21,712,342,0
img21,228,393,1
img21,710,327,0
img21,225,378,1
img21,710,312,0
img21,221,363,1
img21,710,298,0
img21,216,348,1
img21,680,286,0
img21,214,335,1
img21,654,273,0
img21,208,320,1
img21,626,258,0
img21,205,305,1
img21,608,244,0
img21,200,290,1
img21,590,229,0
img21,196,276,1
img21,569,215,0
img21,192,262,1
img21,554,200,0
img21,194,247,1
img21,535,186,0
img21,192,232,1
img21,518,171,0
img21,173,220,1
img21,500,156,0
img21,168,206,1
img21,482,143,0
img21,162,192,1
img21,456,131,0
img21,156,178,1
img21,430,118,0
img21,148,164,1
img21,404,106,0
img21,142,150,1
img21,376,95,0
img21,136,136,1
img21,350,84,0
img21,131,122,1
img22,756,364,0
img22,703,452,1
img22,750,324,0
img22,655,486,1
img22,748,278,0
img22,546,628,1
img22,730,263,0
img22,523,620,1
img22,705,255,0
img22,500,610,1
img22,676,254,0
img22,478,599,1
img22,635,279,0
img22,458,588,1
img22,600,290,0
img22,437,575,1
img22,568,297,0
img22,415,563,1
img22,534,308,0
img22,394,549,1
img22,504,312,0
img22,374,538,1
img22,468,326,0
img22,347,534,1
img22,434,338,0
img22,326,519,1
img22,406,334,0
img22,305,508,1
img22,382,328,0
img22,285,498,1
img22,354,326,0
img22,262,486,1
img22,328,324,0
img22,240,476,1
img22,308,313,0
img22,220,465,1
img22,288,299,0
img22,198,456,1
img22,262,298,0
img22,187,423,1
img22,238,292,0
img22,181,385,1
img22,216,280,0
img22,182,335,1
img23,118,56,0
img23,95,107,1
img23,128,60,0
img23,98,127,1
img23,137,66,0
img23,97,152,1
img23,145,69,0
img23,100,170,1
img23,154,72,0
img23,104,183,1
img23,163,77,0
img23,104,204,1
img23,172,81,0
img23,108,222,1
img23,182,84,0
img23,110,240,1
img23,190,88,0
img23,114,254,1
img23,198,92,0
img23,117,272,1
img23,208,93,0
img23,121,288,1
img23,216,98,0
img23,123,306,1
img23,226,103,0
img23,126,322,1
img23,234,108,0
img23,128,340,1
img23,242,112,0
img23,130,361,1
img23,252,115,0
img23,134,376,1
img23,261,119,0
img23,139,391,1
img23,272,119,0
img23,143,408,1
img23,279,125,0
img23,145,426,1
img23,288,129,0
img23,148,443,1
img23,297,134,0
img23,151,460,1
img23,305,140,0
img23,156,471,1
img23,313,146,0
img23,156,493,1
img23,320,153,0
img23,159,513,1
img23,329,158,0
img23,163,529,1
img23,336,166,0
img23,166,546,1
img23,342,174,0
img23,169,563,1
img23,351,180,0
img23,171,582,1
img23,358,186,0
img23,174,597,1
img23,366,192,0
img23,177,614,1
img23,374,200,0
img23,180,632,1
